symbol,company_name,isin_number,series,market_type
MEDPLUS,Medplus Health Services Limited,INE804L01022,EQ,NSE
MEGASOFT,Megasoft Limited,INE933B01012,BE,NSE
MEGASTAR,Megastar Foods Limited,INE00EM01016,EQ,NSE
MENONBE,Menon Bearings Limited,INE071D01033,EQ,NSE
MEP,MEP Infrastructure Developers Limited,INE776I01010,BZ,NSE
METROBRAND,Metro Brands Limited,INE317I01021,EQ,NSE
METROPOLIS,Metropolis Healthcare Limited,INE112L01020,EQ,NSE
MFML,Mahalaxmi Fabric Mills Limited,INE0US801024,BE,NSE
MFSL,Max Financial Services Limited,INE180A01020,EQ,NSE
MGEL,Mangalam Global Enterprise Limited,INE0APB01032,EQ,NSE
MGL,Mahanagar Gas Limited,INE002S01010,EQ,NSE
MHLXMIRU,Mahalaxmi Rubtech Limited,INE112D01035,EQ,NSE
MHRIL,Mahindra Holidays & Resorts India Limited,INE998I01010,EQ,NSE
MICEL,MIC Electronics Limited,INE287C01037,EQ,NSE
MIDHANI,Mishra Dhatu Nigam Limited,INE099Z01011,EQ,NSE
MINDACORP,Minda Corporation Limited,INE842C01021,EQ,NSE
MINDTECK,Mindteck (India) Limited,INE110B01017,BE,NSE
MIRCELECTR,MIRC Electronics Limited,INE831A01028,EQ,NSE
MIRZAINT,Mirza International Limited,INE771A01026,EQ,NSE
MITCON,MITCON Consultancy & Engineering Services Limited,INE828O01033,EQ,NSE
MITTAL,Mittal Life Style Limited,INE997Y01027,EQ,NSE
MKPL,M K Proteins Limited,INE964W01021,BE,NSE
MMFL,MM Forgings Limited,INE227C01017,EQ,NSE
MMP,MMP Industries Limited,INE511Y01018,EQ,NSE
MMTC,MMTC Limited,INE123F01029,EQ,NSE
MOBIKWIK,One Mobikwik Systems Limited,INE0HLU01028,EQ,NSE
MODIRUBBER,Modi Rubber Limited,INE832A01018,BE,NSE
MODISONLTD,MODISON LIMITED,INE737D01021,EQ,NSE
MODTHREAD,Modern Threads (India) Limited,INE794W01014,EQ,NSE
MOHITIND,Mohit Industries Limited,INE954E01012,EQ,NSE
MOIL,MOIL Limited,INE490G01020,EQ,NSE
MOKSH,Moksh Ornaments Limited,INE514Y01020,EQ,NSE
MOL,Meghmani Organics Limited,INE0CT101020,EQ,NSE
MOLDTECH,Mold-Tek Technologies Limited,INE835B01035,EQ,NSE
MOLDTKPAC,Mold-Tek Packaging Limited,INE893J01029,EQ,NSE
MONARCH,Monarch Networth Capital Limited,INE903D01011,EQ,NSE
MONTECARLO,Monte Carlo Fashions Limited,INE950M01013,EQ,NSE
MOREPENLAB,Morepen Laboratories Limited,INE083A01026,EQ,NSE
MOSCHIP,Moschip Technologies Limited,INE935B01025,EQ,NSE
MOTHERSON,Samvardhana Motherson International Limited,INE775A01035,EQ,NSE
MOTILALOFS,Motilal Oswal Financial Services Limited,INE338I01027,EQ,NSE
MOTISONS,Motisons Jewellers Limited,INE0FRK01020,EQ,NSE
MOTOGENFIN,The Motor & General Finance Limited,INE861B01023,EQ,NSE
MPHASIS,MphasiS Limited,INE356A01018,EQ,NSE
MPSLTD,MPS Limited,INE943D01017,EQ,NSE
MRF,MRF Limited,INE883A01011,EQ,NSE
MRPL,Mangalore Refinery and Petrochemicals Limited,INE103A01014,EQ,NSE
MSPL,MSP Steel & Power Limited,INE752G01015,EQ,NSE
MSTCLTD,Mstc Limited,INE255X01014,EQ,NSE
MSUMI,Motherson Sumi Wiring India Limited,INE0FS801015,EQ,NSE
MTARTECH,Mtar Technologies Limited,INE864I01014,EQ,NSE
MTEDUCARE,MT Educare Limited,INE472M01018,BE,NSE
MTNL,Mahanagar Telephone Nigam Limited,INE153A01019,EQ,NSE
MUFIN,Mufin Green Finance Limited,INE08KJ01020,EQ,NSE
MUFTI,Credo Brands Marketing Limited,INE220Q01020,EQ,NSE
MUKANDLTD,Mukand Limited,INE304A01026,EQ,NSE
MUKKA,Mukka Proteins Limited,INE0CG401037,EQ,NSE
MUKTAARTS,Mukta Arts Limited,INE374B01019,EQ,NSE
MUNJALAU,Munjal Auto Industries Limited,INE672B01032,EQ,NSE
MUNJALSHOW,Munjal Showa Limited,INE577A01027,EQ,NSE
MURUDCERA,Murudeshwar Ceramics Limited,INE692B01014,EQ,NSE
MUTHOOTCAP,Muthoot Capital Services Limited,INE296G01013,EQ,NSE
MUTHOOTFIN,Muthoot Finance Limited,INE414G01012,EQ,NSE
MUTHOOTMF,Muthoot Microfin Limited,INE046W01019,EQ,NSE
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,INE0KNT01012,EQ,NSE
NACLIND,NACL Industries Limited,INE295D01020,BE,NSE
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,INE454M01024,BE,NSE
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,INE245I01016,EQ,NSE
NAGREEKEXP,Nagreeka Exports Limited,INE123B01028,EQ,NSE
NAHARCAP,Nahar Capital and Financial Services Limited,INE049I01012,BE,NSE
NAHARINDUS,Nahar Industrial Enterprises Limited,INE289A01011,BE,NSE
NAHARPOLY,Nahar Poly Films Limited,INE308A01027,BE,NSE
NAHARSPING,Nahar Spinning Mills Limited,INE290A01027,EQ,NSE
NAM-INDIA,Nippon Life India Asset Management Limited,INE298J01013,EQ,NSE
NARMADA,Narmada Agrobase Limited,INE117Z01011,EQ,NSE
NATCAPSUQ,Natural Capsules Limited,INE936B01015,EQ,NSE
NATCOPHARM,Natco Pharma Limited,INE987B01026,EQ,NSE
NATHBIOGEN,Nath Bio-Genes (India) Limited,INE448G01010,BE,NSE
NATIONALUM,National Aluminium Company Limited,INE139A01034,EQ,NSE
NAUKRI,Info Edge (India) Limited,INE663F01032,EQ,NSE
NAVA,NAVA LIMITED,INE725A01030,EQ,NSE
NAVINFLUOR,Navin Fluorine International Limited,INE048G01026,EQ,NSE
NAVKARCORP,Navkar Corporation Limited,INE278M01019,EQ,NSE
NAVKARURB,Navkar Urbanstructure Limited,INE268H01044,BE,NSE
NAVNETEDUL,Navneet Education Limited,INE060A01024,EQ,NSE
NAZARA,Nazara Technologies Limited,INE418L01021,EQ,NSE
NBCC,NBCC (India) Limited,INE095N01031,EQ,NSE
NBIFIN,N. B. I. Industrial Finance Company Limited,INE365I01020,EQ,NSE
NCC,NCC Limited,INE868B01028,EQ,NSE
NCLIND,NCL Industries Limited,INE732C01016,EQ,NSE
NDGL,Naga Dhunseri Group Limited,INE756C01015,EQ,NSE
NDL,Nandan Denim Limited,INE875G01048,EQ,NSE
NDLVENTURE,NDL Ventures Limited,INE353A01023,EQ,NSE
NDRAUTO,Ndr Auto Components Limited,INE07OG01012,EQ,NSE
NDTV,New Delhi Television Limited,INE155G01029,BE,NSE
NECCLTD,North Eastern Carrying Corporation Limited,INE553C01016,EQ,NSE
NECLIFE,Nectar Lifesciences Limited,INE023H01027,BE,NSE
NELCAST,Nelcast Limited,INE189I01024,EQ,NSE
NELCO,NELCO Limited,INE045B01015,EQ,NSE
NEOGEN,Neogen Chemicals Limited,INE136S01016,EQ,NSE
NESCO,Nesco Limited,INE317F01035,EQ,NSE
NESTLEIND,Nestle India Limited,INE239A01024,EQ,NSE
NETWEB,Netweb Technologies India Limited,INE0NT901020,EQ,NSE
NETWORK18,Network18 Media & Investments Limited,INE870H01013,EQ,NSE
NEULANDLAB,Neuland Laboratories Limited,INE794A01010,EQ,NSE
NEWGEN,Newgen Software Technologies Limited,INE619B01017,EQ,NSE
NEXTMEDIA,Next Mediaworks Limited,INE747B01016,EQ,NSE
NFL,National Fertilizers Limited,INE870D01012,EQ,NSE
NGIL,Nakoda Group of Industries Limited,INE236Y01012,EQ,NSE
NGLFINE,NGL Fine-Chem Limited,INE887E01022,EQ,NSE
NH,Narayana Hrudayalaya Ltd.,INE410P01011,EQ,NSE
NHPC,NHPC Limited,INE848E01016,EQ,NSE
NIACL,The New India Assurance Company Limited,INE470Y01017,EQ,NSE
NIBE,NIBE Limited,INE149O01018,EQ,NSE
NIBL,NRB Industrial Bearings Limited,INE047O01014,BE,NSE
NIITLTD,NIIT Limited,INE161A01038,EQ,NSE
NIITMTS,NIIT Learning Systems Limited,INE342G01023,EQ,NSE
NILAINFRA,Nila Infrastructures Limited,INE937C01029,EQ,NSE
NILASPACES,Nila Spaces Limited,INE00S901012,EQ,NSE
NILKAMAL,Nilkamal Limited,INE310A01015,EQ,NSE
NINSYS,NINtec Systems Limited,INE395U01014,EQ,NSE
NIPPOBATRY,Indo-National Limited,INE567A01028,EQ,NSE
NIRAJ,Niraj Cement Structurals Limited,INE368I01016,EQ,NSE
NIRAJISPAT,Niraj Ispat Industries Limited,INE326T01011,BE,NSE
NITCO,Nitco Limited,INE858F01012,EQ,NSE
NITINSPIN,Nitin Spinners Limited,INE229H01012,EQ,NSE
NITIRAJ,Nitiraj Engineers Limited,INE439T01012,EQ,NSE
NIVABUPA,Niva Bupa Health Insurance Company Limited,INE995S01015,EQ,NSE
NKIND,NK Industries Limited,INE542C01019,EQ,NSE
NLCINDIA,NLC India Limited,INE589A01014,EQ,NSE
NMDC,NMDC Limited,INE584A01023,EQ,NSE
NOCIL,NOCIL Limited,INE163A01018,EQ,NSE
NOIDATOLL,Noida Toll Bridge Company Limited,INE781B01015,BE,NSE
NORBTEAEXP,Norben Tea & Exports Limited,INE369C01017,BE,NSE
NORTHARC,Northern Arc Capital Limited,INE850M01015,EQ,NSE
NOVAAGRI,Nova Agritech Limited,INE02H701025,EQ,NSE
NPST,Network People Services Technologies Limited,INE0FFK01017,EQ,NSE
NRAIL,N R Agarwal Industries Limited,INE740D01017,BE,NSE
NRBBEARING,NRB Bearing Limited,INE349A01021,EQ,NSE
NRL,Nupur Recyclers Limited,INE0JM501013,BE,NSE
NSIL,Nalwa Sons Investments Limited,INE023A01030,EQ,NSE
NSLNISP,NMDC Steel Limited,INE0NNS01018,EQ,NSE
NTPC,NTPC Limited,INE733E01010,EQ,NSE
NTPCGREEN,NTPC Green Energy Limited,INE0ONG01011,EQ,NSE
NUCLEUS,Nucleus Software Exports Limited,INE096B01018,EQ,NSE
NURECA,Nureca Limited,INE0DSF01015,EQ,NSE
NUVAMA,Nuvama Wealth Management Limited,INE531F01015,EQ,NSE
NUVOCO,Nuvoco Vistas Corporation Limited,INE118D01016,EQ,NSE
NYKAA,FSN E-Commerce Ventures Limited,INE388Y01029,EQ,NSE
OAL,Oriental Aromatics Limited,INE959C01023,EQ,NSE
OBCL,Orissa Bengal Carrier Limited,INE426Z01016,EQ,NSE
OBEROIRLTY,Oberoi Realty Limited,INE093I01010,EQ,NSE
OCCLLTD,OCCL Limited,INE0PK601023,BE,NSE
ODIGMA,Odigma Consultancy Solutions Limited,INE054301028,BE,NSE
OFSS,Oracle Financial Services Software Limited,INE881D01027,EQ,NSE
OIL,Oil India Limited,INE274J01014,EQ,NSE
OILCOUNTUB,Oil Country Tubular Limited,INE591A01010,EQ,NSE
OLAELEC,Ola Electric Mobility Limited,INE0LXG01040,EQ,NSE
OLECTRA,Olectra Greentech Limited,INE260D01016,EQ,NSE
OMAXAUTO,Omax Autos Limited,INE090B01011,EQ,NSE
OMAXE,Omaxe Limited,INE800H01010,EQ,NSE
OMINFRAL,OM INFRA LIMITED,INE239D01028,EQ,NSE
ONELIFECAP,Onelife Capital Advisors Limited,INE912L01015,BE,NSE
ONEPOINT,One Point One Solutions Limited,INE840Y01029,BE,NSE
ONESOURCE,Onesource Specialty Pharma Limited,INE013P01021,EQ,NSE
ONGC,Oil & Natural Gas Corporation Limited,INE213A01029,EQ,NSE
ONMOBILE,OnMobile Global Limited,INE809I01019,EQ,NSE
ONWARDTEC,Onward Technologies Limited,INE229A01017,BE,NSE
OPTIEMUS,Optiemus Infracom Limited,INE350C01017,EQ,NSE
ORBTEXP,Orbit Exports Limited,INE231G01010,BE,NSE
ORCHASP,Orchasp Limited,INE215B01022,BE,NSE
ORCHPHARMA,Orchid Pharma Limited,INE191A01027,EQ,NSE
ORICONENT,Oricon Enterprises Limited,INE730A01022,EQ,NSE
ORIENTALTL,Oriental Trimex Limited,INE998H01012,BE,NSE
ORIENTBELL,Orient Bell Limited,INE607D01018,EQ,NSE
ORIENTCEM,Orient Cement Limited,INE876N01018,EQ,NSE
ORIENTCER,ORIENT CERATECH LIMITED,INE569C01020,EQ,NSE
ORIENTELEC,Orient Electric Limited,INE142Z01019,EQ,NSE
ORIENTHOT,Oriental Hotels Limited,INE750A01020,EQ,NSE
ORIENTLTD,Orient Press Limited,INE609C01024,EQ,NSE
ORIENTPPR,Orient Paper & Industries Limited,INE592A01026,EQ,NSE
ORIENTTECH,Orient Technologies Limited,INE0PPK01015,EQ,NSE
ORISSAMINE,The Orissa Minerals Development Company Limited,INE725E01024,EQ,NSE
ORTEL,Ortel Communications Limited,INE849L01019,BZ,NSE
ORTINGLOBE,ORTIN GLOBAL LIMITED,INE749B01020,EQ,NSE
OSIAHYPER,Osia Hyper Retail Limited,INE06IR01021,BE,NSE
OSWALAGRO,Oswal Agro Mills Limited,INE142A01012,EQ,NSE
OSWALGREEN,Oswal Greentech Limited,INE143A01010,EQ,NSE
OSWALPUMPS,Oswal Pumps Limited,INE0BYP01024,EQ,NSE
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,INE00IK01029,EQ,NSE
PAGEIND,Page Industries Limited,INE761H01022,EQ,NSE
PAISALO,Paisalo Digital Limited,INE420C01059,EQ,NSE
PAKKA,PAKKA LIMITED,INE551D01018,EQ,NSE
PALASHSECU,Palash Securities Limited,INE471W01019,EQ,NSE
PALREDTEC,Palred Technologies Limited,INE218G01033,BE,NSE
PANACEABIO,Panacea Biotec Limited,INE922B01023,EQ,NSE
PANACHE,Panache Digilife Limited,INE895W01019,BE,NSE
PANAMAPET,Panama Petrochem Limited,INE305C01029,EQ,NSE
PANSARI,Pansari Developers Limited,INE697V01011,BE,NSE
PAR,Par Drugs And Chemicals Limited,INE04LG01015,BE,NSE
PARACABLES,Paramount Communications Limited,INE074B01023,EQ,NSE
PARADEEP,Paradeep Phosphates Limited,INE088F01024,EQ,NSE
PARAGMILK,Parag Milk Foods Limited,INE883N01014,EQ,NSE
PARAS,Paras Defence and Space Technologies Limited,INE045601023,EQ,NSE
PARASPETRO,Paras Petrofils Limited,INE162C01024,EQ,NSE
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,INE988S01028,EQ,NSE
PARSVNATH,Parsvnath Developers Limited,INE561H01026,BE,NSE
PASHUPATI,Pashupati Cotspin Limited,INE124Y01010,EQ,NSE
PASUPTAC,Pasupati Acrylon Limited,INE818B01023,EQ,NSE
PATANJALI,Patanjali Foods Limited,INE619A01035,EQ,NSE
PATELENG,Patel Engineering Limited,INE244B01030,EQ,NSE
PATINTLOG,Patel Integrated Logistics Limited,INE529D01014,EQ,NSE
PAVNAIND,Pavna Industries Limited,INE07S101020,EQ,NSE
PAYTM,One 97 Communications Limited,INE982J01020,EQ,NSE
PCBL,PCBL Chemical Limited,INE602A01031,EQ,NSE
PCJEWELLER,PC Jeweller Limited,INE785M01021,EQ,NSE
PDMJEPAPER,Pudumjee Paper Products Limited,INE865T01018,EQ,NSE
PDSL,PDS Limited,INE111Q01021,EQ,NSE
PEARLPOLY,Pearl Polymers Limited,INE844A01013,EQ,NSE
PEL,Piramal Enterprises Limited,INE140A01024,EQ,NSE
PENIND,Pennar Industries Limited,INE932A01024,EQ,NSE
PENINLAND,Peninsula Land Limited,INE138A01028,EQ,NSE
PERSISTENT,Persistent Systems Limited,INE262H01021,EQ,NSE
PETRONET,Petronet LNG Limited,INE347G01014,EQ,NSE
PFC,Power Finance Corporation Limited,INE134E01011,EQ,NSE
PFIZER,Pfizer Limited,INE182A01018,EQ,NSE
PFOCUS,Prime Focus Limited,INE367G01038,EQ,NSE
PFS,PTC India Financial Services Limited,INE560K01014,EQ,NSE
PGEL,PG Electroplast Limited,INE457L01029,EQ,NSE
PGHH,Procter & Gamble Hygiene and Health Care Limited,INE179A01014,EQ,NSE
PGHL,Procter & Gamble Health Limited,INE199A01012,EQ,NSE
PGIL,Pearl Global Industries Limited,INE940H01022,EQ,NSE
PHOENIXLTD,The Phoenix Mills Limited,INE211B01039,EQ,NSE
PICCADIL,Piccadily Agro Industries Limited,INE546C01010,EQ,NSE
PIDILITIND,Pidilite Industries Limited,INE318A01026,EQ,NSE
PIGL,Power & Instrumentation (Gujarat) Limited,INE557Z01018,BE,NSE
PIIND,PI Industries Limited,INE603J01030,EQ,NSE
PILANIINVS,Pilani Investment and Industries Corporation Limited,INE417C01014,EQ,NSE
PILITA,PIL ITALICA LIFESTYLE LIMITED,INE600A01035,BE,NSE
PIONEEREMB,Pioneer Embroideries Limited,INE156C01018,EQ,NSE
PITTIENG,Pitti Engineering Limited,INE450D01021,EQ,NSE
PIXTRANS,Pix Transmissions Limited,INE751B01018,EQ,NSE
PKTEA,The Peria Karamalai Tea & Produce Company Limited,INE431F01018,BE,NSE
PLASTIBLEN,Plastiblends India Limited,INE083C01022,EQ,NSE
PLATIND,Platinum Industries Limited,INE0PT501018,EQ,NSE
PLAZACABLE,Plaza Wires Limited,INE0INJ01017,EQ,NSE
PNB,Punjab National Bank,INE160A01022,EQ,NSE
PNBGILTS,PNB Gilts Limited,INE859A01011,EQ,NSE
PNBHOUSING,PNB Housing Finance Limited,INE572E01012,EQ,NSE
PNC,Pritish Nandy Communications Limited,INE392B01011,BE,NSE
PNCINFRA,PNC Infratech Limited,INE195J01029,EQ,NSE
PNGJL,P N Gadgil Jewellers Limited,INE953R01016,EQ,NSE
POCL,Pondy Oxides & Chemicals Limited,INE063E01053,EQ,NSE
PODDARMENT,Poddar Pigments Limited,INE371C01013,EQ,NSE
POKARNA,Pokarna Limited,INE637C01025,EQ,NSE
POLICYBZR,PB Fintech Limited,INE417T01026,EQ,NSE
POLYCAB,Polycab India Limited,INE455K01017,EQ,NSE
POLYMED,Poly Medicure Limited,INE205C01021,EQ,NSE
POLYPLEX,Polyplex Corporation Limited,INE633B01018,EQ,NSE
PONNIERODE,Ponni Sugars (Erode) Limited,INE838E01017,EQ,NSE
POONAWALLA,Poonawalla Fincorp Limited,INE511C01022,EQ,NSE
POWERGRID,Power Grid Corporation of India Limited,INE752E01010,EQ,NSE
POWERINDIA,Hitachi Energy India Limited,INE07Y701011,EQ,NSE
POWERMECH,Power Mech Projects Limited,INE211R01019,EQ,NSE
PPAP,PPAP Automotive Limited,INE095I01015,BE,NSE
PPL,Prakash Pipes Limited,INE050001010,EQ,NSE
PPLPHARMA,Piramal Pharma Limited,INE0DK501011,EQ,NSE
PRABHA,Prabha Energy Limited,INE0I0M01023,EQ,NSE
PRAENG,Prajay Engineers Syndicate Limited,INE505C01016,EQ,NSE
PRAJIND,Praj Industries Limited,INE074A01025,EQ,NSE
PRAKASH,Prakash Industries Limited,INE603A01013,EQ,NSE
PRAKASHSTL,Prakash Steelage Limited,INE696K01024,EQ,NSE
PRAXIS,Praxis Home Retail Limited,INE546Y01022,BE,NSE
PRECAM,Precision Camshafts Limited,INE484I01029,EQ,NSE
PRECOT,Precot Limited,INE283A01014,BE,NSE
PRECWIRE,Precision Wires India Limited,INE372C01037,EQ,NSE
PREMEXPLN,Premier Explosives Limited,INE863B01029,EQ,NSE
PREMIER,Premier Limited,INE342A01018,BE,NSE
PREMIERENE,Premier Energies Limited,INE0BS701011,EQ,NSE
PREMIERPOL,Premier Polyfilm Limited,INE309M01020,EQ,NSE
PRESTIGE,Prestige Estates Projects Limited,INE811K01011,EQ,NSE
PRICOLLTD,Pricol Limited,INE726V01018,EQ,NSE
PRIMESECU,Prime Securities Limited,INE032B01021,EQ,NSE
PRIMO,Primo Chemicals Limited,INE607A01022,EQ,NSE
PRINCEPIPE,Prince Pipes And Fittings Limited,INE689W01016,EQ,NSE
PRITI,Priti International Limited,INE974Z01015,EQ,NSE
PRITIKAUTO,Pritika Auto Industries Limited,INE583R01029,EQ,NSE
PRIVISCL,Privi Speciality Chemicals Limited,INE959A01019,EQ,NSE
PROSTARM,Prostarm Info Systems Limited,INE0BX301013,EQ,NSE
PROTEAN,Protean eGov Technologies Limited,INE004A01022,EQ,NSE
PROZONER,Prozone Realty Limited,INE195N01013,EQ,NSE
PRSMJOHNSN,Prism Johnson Limited,INE010A01011,EQ,NSE
PRUDENT,Prudent Corporate Advisory Services Limited,INE00F201020,EQ,NSE
PRUDMOULI,Prudential Sugar Corporation Limited,INE024D01016,EQ,NSE
PSB,Punjab & Sind Bank,INE608A01012,EQ,NSE
PSPPROJECT,PSP Projects Limited,INE488V01015,EQ,NSE
PTC,PTC India Limited,INE877F01012,EQ,NSE
PTCIL,PTC Industries Limited,INE596F01018,EQ,NSE
PTL,PTL Enterprises Limited,INE034D01049,EQ,NSE
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,INE277B01014,EQ,NSE
PURVA,Puravankara Limited,INE323I01011,EQ,NSE
PVP,PVP Ventures Limited,INE362A01016,EQ,NSE
PVRINOX,PVR INOX Limited,INE191H01014,EQ,NSE
PVSL,Popular Vehicles and Services Limited,INE772T01024,EQ,NSE
PYRAMID,Pyramid Technoplast Limited,INE0MIS01010,EQ,NSE
QPOWER,Quality Power Electrical Equipments Limited,INE0SII01026,EQ,NSE
QUADFUTURE,Quadrant Future Tek Limited,INE0LRY01011,EQ,NSE
QUESS,Quess Corp Limited,INE615P01015,EQ,NSE
QUICKHEAL,Quick Heal Technologies Limited,INE306L01010,EQ,NSE
RACE,Race Eco Chain Limited,INE084Q01012,EQ,NSE
RACLGEAR,RACL Geartech Limited,INE704B01017,EQ,NSE
RADAAN,Radaan Mediaworks India Limited,INE874F01027,EQ,NSE
RADHIKAJWE,Radhika Jeweltech Limited,INE583V01021,EQ,NSE
RADIANTCMS,Radiant Cash Management Services Limited,INE855R01021,EQ,NSE
RADICO,Radico Khaitan Limited,INE944F01028,EQ,NSE
RADIOCITY,Music Broadcast Limited,INE919I01024,EQ,NSE
RAILTEL,Railtel Corporation Of India Limited,INE0DD101019,EQ,NSE
RAIN,Rain Industries Limited,INE855B01025,EQ,NSE
RAINBOW,Rainbow Childrens Medicare Limited,INE961O01016,EQ,NSE
RAJESHEXPO,Rajesh Exports Limited,INE343B01030,EQ,NSE
RAJMET,Rajnandini Metal Limited,INE00KV01022,BE,NSE
RAJOOENG,Rajoo Engineers Limited,INE535F01024,EQ,NSE
RAJRATAN,Rajratan Global Wire Limited,INE451D01029,EQ,NSE
RAJRILTD,Raj Rayon Industries Limited,INE533D01032,BE,NSE
RAJSREESUG,Rajshree Sugars & Chemicals Limited,INE562B01019,EQ,NSE
RAJTV,Raj Television Network Limited,INE952H01027,BE,NSE
RALLIS,Rallis India Limited,INE613A01020,EQ,NSE
RAMANEWS,Shree Rama Newsprint Limited,INE278B01020,BE,NSE
RAMAPHO,Rama Phosphates Limited,INE809A01032,BE,NSE
RAMASTEEL,Rama Steel Tubes Limited,INE230R01035,EQ,NSE
RAMCOCEM,The Ramco Cements Limited,INE331A01037,EQ,NSE
RAMCOIND,Ramco Industries Limited,INE614A01028,EQ,NSE
RAMCOSYS,Ramco Systems Limited,INE246B01019,BE,NSE
RAMKY,Ramky Infrastructure Limited,INE874I01013,EQ,NSE
RAMRAT,Ram Ratna Wires Limited,INE207E01023,EQ,NSE
RANASUG,Rana Sugars Limited,INE625B01014,EQ,NSE
RANEHOLDIN,Rane Holdings Limited,INE384A01010,EQ,NSE
RATEGAIN,Rategain Travel Technologies Limited,INE0CLI01024,EQ,NSE
RATNAMANI,Ratnamani Metals & Tubes Limited,INE703B01027,EQ,NSE
RATNAVEER,Ratnaveer Precision Engineering Limited,INE05CZ01011,EQ,NSE
RAYMOND,Raymond Limited,INE301A01014,EQ,NSE
RAYMONDLSL,Raymond Lifestyle Limited,INE02ID01020,EQ,NSE
RAYMONDREL,Raymond Realty Limited,INE1SY401010,EQ,NSE
RBA,Restaurant Brands Asia Limited,INE07T201019,EQ,NSE
RBLBANK,RBL Bank Limited,INE976G01028,EQ,NSE
RBZJEWEL,RBZ Jewellers Limited,INE0PEQ01016,EQ,NSE
RCF,Rashtriya Chemicals and Fertilizers Limited,INE027A01015,EQ,NSE
RECLTD,REC Limited,INE020B01018,EQ,NSE
REDINGTON,Redington Limited,INE891D01026,EQ,NSE
REDTAPE,Redtape Limited,INE0LXT01019,EQ,NSE
REFEX,Refex Industries Limited,INE056I01025,EQ,NSE
REGENCERAM,Regency Ceramics Limited,INE277C01012,EQ,NSE
RELAXO,Relaxo Footwears Limited,INE131B01039,EQ,NSE
RELCHEMQ,Reliance Chemotex Industries Limited,INE750D01016,EQ,NSE
RELIABLE,Reliable Data Services Limited,INE375Y01018,EQ,NSE
RELIANCE,Reliance Industries Limited,INE002A01018,EQ,NSE
RELIGARE,Religare Enterprises Limited,INE621H01010,EQ,NSE
RELINFRA,Reliance Infrastructure Limited,INE036A01016,BE,NSE
RELTD,Ravindra Energy Limited,INE206N01018,BE,NSE
REMSONSIND,Remsons Industries Limited,INE474C01023,EQ,NSE
RENUKA,Shree Renuka Sugars Limited,INE087H01022,EQ,NSE
REPCOHOME,Repco Home Finance Limited,INE612J01015,EQ,NSE
REPL,Rudrabhishek Enterprises Limited,INE364Z01019,EQ,NSE
REPRO,Repro India Limited,INE461B01014,EQ,NSE
RESPONIND,Responsive Industries Limited,INE688D01026,EQ,NSE
RETAIL,JHS Svendgaard Retail Ventures Limited,INE03DD01011,EQ,NSE
RGL,Renaissance Global Limited,INE722H01024,EQ,NSE
RHFL,Reliance Home Finance Limited,INE217K01011,BE,NSE
RHIM,RHI MAGNESITA INDIA LIMITED,INE743M01012,EQ,NSE
RHL,Robust Hotels Limited,INE508K01013,EQ,NSE
RICOAUTO,Rico Auto Industries Limited,INE209B01025,EQ,NSE
RIIL,Reliance Industrial Infrastructure Limited,INE046A01015,EQ,NSE
RISHABH,Rishabh Instruments Limited,INE0N2P01017,EQ,NSE
RITCO,Ritco Logistics Limited,INE01EG01016,EQ,NSE
RITES,RITES Limited,INE320J01015,EQ,NSE
RKDL,Ravi Kumar Distilleries Limited,INE722J01012,EQ,NSE
RKEC,RKEC Projects Limited,INE786W01010,EQ,NSE
RKFORGE,Ramkrishna Forgings Limited,INE399G01023,EQ,NSE
RKSWAMY,R K Swamy Limited,INE0NQ801033,EQ,NSE
RML,Rane (Madras) Limited,INE050H01012,EQ,NSE
ROHLTD,Royal Orchid Hotels Limited,INE283H01019,EQ,NSE
ROLEXRINGS,Rolex Rings Limited,INE645S01016,EQ,NSE
ROLLT,Rollatainers Limited,INE927A01040,BE,NSE
ROLTA,Rolta India Limited,INE293A01013,BZ,NSE
ROML,Raj Oil Mills Limited,INE294G01026,BE,NSE
ROSSARI,Rossari Biotech Limited,INE02A801020,EQ,NSE
ROSSELLIND,Rossell India Limited,INE847C01020,EQ,NSE
ROSSTECH,Rossell Techsys Limited,INE0OJW01016,EQ,NSE
ROTO,Roto Pumps Limited,INE535D01037,EQ,NSE
ROUTE,ROUTE MOBILE LIMITED,INE450U01017,EQ,NSE
RPEL,Raghav Productivity Enhancers Limited,INE912T01018,EQ,NSE
RPGLIFE,RPG Life Sciences Limited,INE105J01010,EQ,NSE
RPOWER,Reliance Power Limited,INE614G01033,BE,NSE
RPPINFRA,R.P.P. Infra Projects Limited,INE324L01013,EQ,NSE
RPPL,Rajshree Polypack Limited,INE760W01023,EQ,NSE
RPSGVENT,RPSG VENTURES LIMITED,INE425Y01011,EQ,NSE
RPTECH,Rashi Peripherals Limited,INE0J1F01024,EQ,NSE
RRKABEL,R R Kabel Limited,INE777K01022,EQ,NSE
RSSOFTWARE,R. S. Software (India) Limited,INE165B01029,BE,NSE
RSWM,RSWM Limited,INE611A01016,EQ,NSE
RSYSTEMS,R Systems International Limited,INE411H01032,EQ,NSE
